survived,passenger_id,pclass,sex,age,fare,embarked,cabin_type,ticket_cat,marital_status,fam_size
1,458,1,female,36.5,51.862500000000004,S,D,10k_up,Fm,small
1,459,2,female,50,10.5,S,UO,other,Fum,solo
0,460,3,male,37.3,7.75,Q,UO,300k,unk_na,solo
1,461,1,male,48,26.55,S,E,10k_up,unk_na,solo
0,462,3,male,34,8.05,S,UO,300k,unk_na,solo
0,463,1,male,47,38.5,S,E,100k,unk_na,solo
0,464,2,male,48,13,S,UO,200k,unk_na,solo
0,465,3,male,31.4,8.05,S,UO,A,unk_na,solo
0,466,3,male,38,7.05,S,UO,SOT,unk_na,solo
0,467,2,male,35.6,0,S,UO,200k,unk_na,solo
0,468,1,male,56,26.55,S,UO,100k,unk_na,solo
0,469,3,male,37.3,7.725,Q,UO,10k_up,unk_na,solo
1,470,3,female,0.75,19.2583,C,UO,under_10k,Fum,small
0,471,3,male,31.15,7.25,S,UO,300k,unk_na,solo
0,472,3,male,38,8.662500000000001,S,UO,300k,unk_na,solo
1,473,2,female,33,27.75,S,UO,C,Fm,small
1,474,2,female,23,13.791699999999999,C,D,SC,Fm,solo
0,475,3,female,22,9.8375,S,UO,under_10k,Fum,solo
0,476,1,male,44.9,52,S,A,100k,unk_na,solo
0,477,2,male,34,21,S,UO,10k_up,unk_na,small
0,478,3,male,29,7.0458,S,UO,under_10k,unk_na,small
0,479,3,male,22,7.5207999999999995,S,UO,300k,unk_na,solo
1,480,3,female,2,12.2875,S,UO,mil,Fum,small
0,481,3,male,9,46.9,S,UO,C,unk_na,large
0,482,2,male,35.6,0,S,UO,200k,unk_na,solo
0,483,3,male,50,8.05,S,UO,A,unk_na,solo
1,484,3,female,63,9.5875,S,UO,under_10k,Fm,solo
1,485,1,male,25,91.0792,C,B,10k_up,unk_na,small
0,486,3,female,18.3,25.466699999999996,S,UO,under_10k,Fum,large
1,487,1,female,35,90,S,C,10k_up,Fm,small
0,488,1,male,58,29.7,C,B,10k_up,unk_na,solo
0,489,3,male,30,8.05,S,UO,A,unk_na,solo
1,490,3,male,9,15.9,S,UO,C,unk_na,small
0,491,3,male,27.1,19.966699999999996,S,UO,10k_up,unk_na,small
0,492,3,male,21,7.25,S,UO,SOT,unk_na,solo
0,493,1,male,55,30.5,S,C,100k,unk_na,solo
0,494,1,male,71,49.5042,C,UO,P,unk_na,solo
0,495,3,male,21,8.05,S,UO,A,unk_na,solo
0,496,3,male,26.25,14.4583,C,UO,under_10k,unk_na,solo
1,497,1,female,54,78.2667,C,D,10k_up,Fum,small
0,498,3,male,24.25,15.1,S,UO,C,unk_na,solo
0,499,1,female,25,151.55,S,C,100k,Fm,small
0,500,3,male,24,7.7958,S,UO,300k,unk_na,solo
0,501,3,male,17,8.662500000000001,S,UO,300k,unk_na,solo
0,502,3,female,21,7.75,Q,UO,300k,Fum,solo
0,503,3,female,22.85,7.6292,Q,UO,300k,Fum,solo
0,504,3,female,37,9.5875,S,UO,under_10k,Fum,solo
1,505,1,female,16,86.5,S,B,100k,Fum,solo
0,506,1,male,18,108.9,C,C,P,unk_na,small
1,507,2,female,33,26,S,UO,10k_up,Fm,small
1,508,1,male,51.1,26.55,S,UO,100k,unk_na,solo
0,509,3,male,28,22.525,S,UO,C,unk_na,solo
1,510,3,male,26,56.4958,S,UO,under_10k,unk_na,solo
1,511,3,male,29,7.75,Q,UO,300k,unk_na,solo
0,512,3,male,31.4,8.05,S,UO,SOT,unk_na,solo
1,513,1,male,36,26.287499999999998,S,E,P,unk_na,solo
1,514,1,female,54,59.4,C,UO,P,Fm,small
0,515,3,male,24,7.4958,S,UO,300k,unk_na,solo
0,516,1,male,47,34.0208,S,D,10k_up,unk_na,solo
1,517,2,female,34,10.5,S,F,C,Fm,solo
0,518,3,male,37.3,24.150000000000002,Q,UO,300k,unk_na,solo
1,519,2,female,36,26,S,UO,200k,Fm,small
0,520,3,male,32,7.8957999999999995,S,UO,300k,unk_na,solo
1,521,1,female,30,93.5,S,B,10k_up,Fum,solo
0,522,3,male,22,7.8957999999999995,S,UO,300k,unk_na,solo
0,523,3,male,28.65,7.225,C,UO,under_10k,unk_na,solo
1,524,1,female,44,57.9792,C,B,100k,Fm,small
0,525,3,male,28.65,7.2292000000000005,C,UO,under_10k,unk_na,solo
0,526,3,male,40.5,7.75,Q,UO,300k,unk_na,solo
1,527,2,female,50,10.5,S,UO,other,Fum,solo
0,528,1,male,42.6,221.77919999999997,S,C,P,unk_na,solo
0,529,3,male,39,7.925,S,UO,mil,unk_na,solo
0,530,2,male,23,11.5,S,UO,10k_up,unk_na,small
1,531,2,female,2,26,S,UO,10k_up,Fum,small
0,532,3,male,28.65,7.2292000000000005,C,UO,under_10k,unk_na,solo
0,533,3,male,17,7.2292000000000005,C,UO,under_10k,unk_na,small
1,534,3,female,17.5,22.3583,C,UO,under_10k,Fm,small
0,535,3,female,30,8.662500000000001,S,UO,300k,Fum,solo
1,536,2,female,7,26.25,S,UO,other,Fum,small
0,537,1,male,45,26.55,S,B,100k,unk_na,solo
1,538,1,female,30,106.425,C,UO,P,Fum,solo
0,539,3,male,24.25,14.5,S,UO,300k,unk_na,solo
1,540,1,female,22,49.5,C,B,10k_up,Fum,small
1,541,1,female,36,71,S,B,other,Fum,small
0,542,3,female,9,31.275,S,UO,300k,Fum,large
0,543,3,female,11,31.275,S,UO,300k,Fum,large
1,544,2,male,32,26,S,UO,under_10k,unk_na,small
0,545,1,male,50,106.425,C,C,P,unk_na,small
0,546,1,male,64,26,S,UO,under_10k,unk_na,solo
1,547,2,female,19,26,S,UO,under_10k,Fm,small
1,548,2,male,28.45,13.862500000000002,C,UO,SC,unk_na,solo
0,549,3,male,33,20.525,S,UO,300k,unk_na,small
1,550,2,male,8,36.75,S,UO,C,unk_na,small
1,551,1,male,17,110.88329999999999,C,C,10k_up,unk_na,small
0,552,2,male,27,26,S,UO,200k,unk_na,solo
0,553,3,male,37.3,7.8292,Q,UO,300k,unk_na,solo
1,554,3,male,22,7.225,C,UO,under_10k,unk_na,solo
1,555,3,female,22,7.775,S,UO,300k,Fum,solo
0,556,1,male,62,26.55,S,UO,100k,unk_na,solo
1,557,1,female,48,39.6,C,A,10k_up,Fm,small
0,558,1,male,34.5,227.525,C,UO,P,unk_na,solo
1,559,1,female,39,79.64999999999999,S,E,100k,Fm,small
1,560,3,female,36,17.4,S,UO,300k,Fm,small
0,561,3,male,37.3,7.75,Q,UO,300k,unk_na,solo
0,562,3,male,40,7.8957999999999995,S,UO,300k,unk_na,solo
0,563,2,male,28,13.5,S,UO,200k,unk_na,solo
0,564,3,male,31.4,8.05,S,UO,SOT,unk_na,solo
0,565,3,female,24,8.05,S,UO,SOT,Fum,solo
0,566,3,male,24,24.150000000000002,S,UO,A,unk_na,small
0,567,3,male,19,7.8957999999999995,S,UO,300k,unk_na,solo
0,568,3,female,29,21.075,S,UO,300k,Fm,large
0,569,3,male,28.65,7.2292000000000005,C,UO,under_10k,unk_na,solo
1,570,3,male,32,7.8542,S,UO,300k,unk_na,solo
1,571,2,male,62,10.5,S,UO,other,unk_na,solo
1,572,1,female,53,51.4792,S,C,10k_up,Fm,small
1,573,1,male,36,26.3875,S,E,P,unk_na,solo
1,574,3,female,22.85,7.75,Q,UO,10k_up,Fum,solo
0,575,3,male,16,8.05,S,UO,A,unk_na,solo
0,576,3,male,19,14.5,S,UO,300k,unk_na,solo
1,577,2,female,34,13,S,UO,200k,Fum,solo
1,578,1,female,39,55.9,S,E,10k_up,Fm,small
0,579,3,female,16.45,14.4583,C,UO,under_10k,Fm,small
1,580,3,male,32,7.925,S,UO,STO,unk_na,solo
1,581,2,female,25,30,S,UO,200k,Fum,small
1,582,1,female,39,110.88329999999999,C,C,10k_up,Fm,small
0,583,2,male,54,26,S,UO,10k_up,unk_na,solo
0,584,1,male,36,40.12500000000001,C,A,10k_up,unk_na,solo
0,585,3,male,27.9,8.7125,C,UO,under_10k,unk_na,solo
1,586,1,female,18,79.64999999999999,S,E,100k,Fum,small
0,587,2,male,47,15,S,UO,200k,unk_na,solo
1,588,1,male,60,79.2,C,B,10k_up,unk_na,small
0,589,3,male,22,8.05,S,UO,10k_up,unk_na,solo
0,590,3,male,31.4,8.05,S,UO,A,unk_na,solo
0,591,3,male,35,7.124999999999999,S,UO,STO,unk_na,solo
1,592,1,female,52,78.2667,C,D,10k_up,Fm,small
0,593,3,male,47,7.25,S,UO,A,unk_na,solo
0,594,3,female,22.85,7.75,Q,UO,300k,Fum,small
0,595,2,male,37,26,S,UO,SC,unk_na,small
0,596,3,male,36,24.150000000000002,S,UO,300k,unk_na,small
1,597,2,female,35.6,33,S,UO,200k,Fum,solo
0,598,3,male,49,0,S,UO,other,unk_na,solo
0,599,3,male,28.65,7.225,C,UO,under_10k,unk_na,solo
1,600,1,male,49,56.9292,C,A,P,unk_na,small
1,601,2,female,24,27,S,UO,200k,Fm,small
0,602,3,male,26,7.8957999999999995,S,UO,300k,unk_na,solo
0,603,1,male,44.9,42.4,S,UO,100k,unk_na,solo
0,604,3,male,44,8.05,S,UO,300k,unk_na,solo
1,605,1,male,35,26.55,C,UO,100k,unk_na,solo
0,606,3,male,36,15.55,S,UO,300k,unk_na,small
0,607,3,male,30,7.8957999999999995,S,UO,300k,unk_na,solo
1,608,1,male,27,30.5,S,UO,100k,unk_na,solo
1,609,2,female,22,41.5792,C,UO,SC,Fm,small
1,610,1,female,40,153.4625,S,C,P,Fum,solo
0,611,3,female,39,31.275,S,UO,300k,Fm,large
0,612,3,male,32.1,7.05,S,UO,SOT,unk_na,solo
1,613,3,female,22.85,15.5,Q,UO,300k,Fum,small
0,614,3,male,37.3,7.75,Q,UO,300k,unk_na,solo
0,615,3,male,35,8.05,S,UO,300k,unk_na,solo
1,616,2,female,24,65,S,UO,200k,Fum,small
0,617,3,male,34,14.4,S,UO,300k,unk_na,small
0,618,3,female,26,16.1,S,UO,A,Fm,small
1,619,2,female,4,39,S,F,200k,Fum,small
0,620,2,male,26,10.5,S,UO,10k_up,unk_na,solo
0,621,3,male,27,14.4542,C,UO,under_10k,unk_na,small
1,622,1,male,42,52.554199999999994,S,D,10k_up,unk_na,small
1,623,3,male,20,15.741699999999998,C,UO,under_10k,unk_na,small
0,624,3,male,21,7.8542,S,UO,300k,unk_na,solo
0,625,3,male,21,16.1,S,UO,10k_up,unk_na,solo
0,626,1,male,61,32.3208,S,D,10k_up,unk_na,solo
0,627,2,male,57,12.350000000000001,Q,UO,200k,unk_na,solo
1,628,1,female,21,77.9583,S,D,10k_up,Fum,solo
0,629,3,male,26,7.8957999999999995,S,UO,300k,unk_na,solo
0,630,3,male,37.3,7.733300000000001,Q,UO,300k,unk_na,solo
1,631,1,male,80,30,S,A,10k_up,unk_na,solo
0,632,3,male,51,7.0542,S,UO,300k,unk_na,solo
1,633,1,male,32,30.5,C,B,10k_up,unk_na,solo
0,634,1,male,41,0,S,UO,100k,unk_na,solo
0,635,3,female,9,27.9,S,UO,300k,Fum,large
1,636,2,female,28,13,S,UO,200k,Fum,solo
0,637,3,male,32,7.925,S,UO,STO,unk_na,solo
0,638,2,male,31,26.25,S,UO,C,unk_na,small
0,639,3,female,41,39.6875,S,UO,mil,Fm,large
0,640,3,male,27.1,16.1,S,UO,300k,unk_na,small
0,641,3,male,20,7.8542,S,UO,300k,unk_na,solo
1,642,1,female,24,69.3,C,B,P,Fum,solo
0,643,3,female,2,27.9,S,UO,300k,Fum,large
1,644,3,male,27.25,56.4958,S,UO,under_10k,unk_na,solo
1,645,3,female,0.75,19.2583,C,UO,under_10k,Fum,small
1,646,1,male,48,76.7292,C,D,P,unk_na,small
0,647,3,male,19,7.8957999999999995,S,UO,300k,unk_na,solo
1,648,1,male,56,35.5,C,A,10k_up,unk_na,solo
0,649,3,male,31,7.55,S,UO,other,unk_na,solo
1,650,3,female,23,7.55,S,UO,C,Fum,solo
0,651,3,male,26,7.8957999999999995,S,UO,300k,unk_na,solo
1,652,2,female,18,23,S,UO,200k,Fum,small
0,653,3,male,21,8.4333,S,UO,under_10k,unk_na,solo
1,654,3,female,22.85,7.8292,Q,UO,300k,Fum,solo
0,655,3,female,18,6.75,Q,UO,300k,Fum,solo
0,656,2,male,24,73.5,S,UO,other,unk_na,small
0,657,3,male,26,7.8957999999999995,S,UO,300k,unk_na,solo
0,658,3,female,32,15.5,Q,UO,300k,Fm,small
0,659,2,male,23,13,S,UO,10k_up,unk_na,solo
0,660,1,male,58,113.27499999999999,C,D,10k_up,unk_na,small
1,661,1,male,50,133.65,S,UO,P,unk_na,small
0,662,3,male,40,7.225,C,UO,under_10k,unk_na,solo
0,663,1,male,47,25.5875,S,E,under_10k,unk_na,solo
0,664,3,male,36,7.4958,S,UO,300k,unk_na,solo
1,665,3,male,20,7.925,S,UO,STO,unk_na,small
0,666,2,male,32,73.5,S,UO,other,unk_na,small
0,667,2,male,25,13,S,UO,200k,unk_na,solo
0,668,3,male,29.5,7.775,S,UO,300k,unk_na,solo
0,669,3,male,43,8.05,S,UO,A,unk_na,solo
1,670,1,female,36.5,52,S,C,10k_up,Fm,small
1,671,2,female,40,39,S,UO,10k_up,Fm,small
0,672,1,male,31,52,S,B,other,unk_na,small
0,673,2,male,70,10.5,S,UO,C,unk_na,solo
1,674,2,male,31,13,S,UO,200k,unk_na,solo
0,675,2,male,35.6,0,S,UO,200k,unk_na,solo
0,676,3,male,18,7.775,S,UO,300k,unk_na,solo
0,677,3,male,24.5,8.05,S,UO,300k,unk_na,solo
1,678,3,female,18,9.8417,S,UO,under_10k,Fum,solo
0,679,3,female,43,46.9,S,UO,C,Fm,large
1,680,1,male,36,512.3291999999999,C,B,P,unk_na,small
0,681,3,female,22.85,8.1375,Q,UO,300k,Fum,solo
1,682,1,male,27,76.7292,C,D,P,unk_na,solo
0,683,3,male,20,9.225,S,UO,under_10k,unk_na,solo
0,684,3,male,14,46.9,S,UO,C,unk_na,large
0,685,2,male,60,39,S,UO,10k_up,unk_na,small
0,686,2,male,25,41.5792,C,UO,SC,unk_na,small
0,687,3,male,14,39.6875,S,UO,mil,unk_na,large
0,688,3,male,19,10.1708,S,UO,300k,unk_na,solo
0,689,3,male,18,7.7958,S,UO,300k,unk_na,solo
1,690,1,female,15,211.3375,S,B,10k_up,Fum,small
1,691,1,male,31,57,S,B,10k_up,unk_na,small
1,692,3,female,4,13.4167,C,UO,300k,Fum,small
1,693,3,male,27.25,56.4958,S,UO,under_10k,unk_na,solo
0,694,3,male,25,7.225,C,UO,under_10k,unk_na,solo
0,695,1,male,60,26.55,S,UO,100k,unk_na,solo
0,696,2,male,52,13.5,S,UO,200k,unk_na,solo
0,697,3,male,44,8.05,S,UO,300k,unk_na,solo
1,698,3,female,22.85,7.733300000000001,Q,UO,10k_up,Fum,solo
0,699,1,male,49,110.88329999999999,C,C,10k_up,unk_na,small
0,700,3,male,42,7.6499999999999995,S,F,300k,unk_na,solo
1,701,1,female,18,227.525,C,C,P,Fm,small
1,702,1,male,35,26.287499999999998,S,E,P,unk_na,solo
0,703,3,female,18,14.4542,C,UO,under_10k,Fum,small
0,704,3,male,25,7.741700000000001,Q,UO,10k_up,unk_na,solo
0,705,3,male,26,7.8542,S,UO,300k,unk_na,small
0,706,2,male,39,26,S,UO,200k,unk_na,solo
1,707,2,female,45,13.5,S,UO,200k,Fm,solo
1,708,1,male,42,26.287499999999998,S,E,P,unk_na,solo
1,709,1,female,22,151.55,S,UO,100k,Fum,solo
1,710,3,male,18.742,15.2458,C,UO,under_10k,unk_na,small
1,711,1,female,24,49.5042,C,C,P,Fum,solo
0,712,1,male,51.1,26.55,S,C,100k,unk_na,solo
1,713,1,male,48,52,S,C,10k_up,unk_na,small
0,714,3,male,29,9.4833,S,UO,under_10k,unk_na,solo
0,715,2,male,52,13,S,UO,200k,unk_na,solo
0,716,3,male,19,7.6499999999999995,S,F,300k,unk_na,solo
1,717,1,female,38,227.525,C,C,P,Fum,solo
1,718,2,female,27,10.5,S,E,10k_up,Fum,solo
0,719,3,male,37.3,15.5,Q,UO,10k_up,unk_na,solo
0,720,3,male,33,7.775,S,UO,300k,unk_na,solo
1,721,2,female,6,33,S,UO,200k,Fum,small
0,722,3,male,17,7.0542,S,UO,300k,unk_na,small
0,723,2,male,34,13,S,UO,10k_up,unk_na,solo
0,724,2,male,50,13,S,UO,200k,unk_na,solo
1,725,1,male,27,53.1,S,E,100k,unk_na,small
0,726,3,male,20,8.662500000000001,S,UO,300k,unk_na,solo
1,727,2,female,30,21,S,UO,10k_up,Fm,small
1,728,3,female,22.85,7.7375,Q,UO,10k_up,Fum,solo
0,729,2,male,25,26,S,UO,200k,unk_na,small
0,730,3,female,25,7.925,S,UO,STO,Fum,small
1,731,1,female,29,211.3375,S,B,10k_up,Fum,solo
0,732,3,male,11,18.787499999999998,C,UO,under_10k,unk_na,solo
0,733,2,male,35.6,0,S,UO,200k,unk_na,solo
0,734,2,male,23,13,S,UO,10k_up,unk_na,solo
0,735,2,male,23,13,S,UO,200k,unk_na,solo
0,736,3,male,28.5,16.1,S,UO,10k_up,unk_na,solo
0,737,3,female,48,34.375,S,UO,other,Fm,large
1,738,1,male,35,512.3291999999999,C,B,P,unk_na,solo
0,739,3,male,26,7.8957999999999995,S,UO,300k,unk_na,solo
0,740,3,male,26,7.8957999999999995,S,UO,300k,unk_na,solo
1,741,1,male,52.25,30,S,D,10k_up,unk_na,solo
0,742,1,male,36,78.85,S,C,10k_up,unk_na,small
1,743,1,female,21,262.375,C,B,P,Fum,large
0,744,3,male,24,16.1,S,UO,300k,unk_na,small
1,745,3,male,31,7.925,S,UO,STO,unk_na,solo
0,746,1,male,70,71,S,B,other,unk_na,small
0,747,3,male,16,20.25,S,UO,C,unk_na,small
1,748,2,female,30,13,S,UO,200k,Fum,solo
0,749,1,male,19,53.1,S,D,100k,unk_na,small
0,750,3,male,31,7.75,Q,UO,300k,unk_na,solo
1,751,2,female,4,23,S,UO,10k_up,Fum,small
1,752,3,male,6,12.475000000000001,S,E,300k,unk_na,small
0,753,3,male,33,9.5,S,UO,300k,unk_na,solo
0,754,3,male,23,7.8957999999999995,S,UO,300k,unk_na,solo
1,755,2,female,48,65,S,UO,200k,Fm,small
1,756,2,male,0.6699999999999999,14.5,S,UO,200k,unk_na,small
0,757,3,male,28,7.7958,S,UO,300k,unk_na,solo
0,758,2,male,18,11.5,S,UO,10k_up,unk_na,solo
0,759,3,male,34,8.05,S,UO,300k,unk_na,solo
1,760,1,female,33,86.5,S,B,100k,unk_na,solo
0,761,3,male,24.25,14.5,S,UO,300k,unk_na,solo
0,762,3,male,41,7.124999999999999,S,UO,SOT,unk_na,solo
1,763,3,male,20,7.2292000000000005,C,UO,under_10k,unk_na,solo
1,764,1,female,36,120,S,B,100k,Fm,small
0,765,3,male,16,7.775,S,UO,300k,unk_na,solo
1,766,1,female,51,77.9583,S,D,10k_up,Fm,small
0,767,1,male,47.6,39.6,C,UO,100k,unk_na,solo
0,768,3,female,30.5,7.75,Q,UO,300k,Fum,solo
0,769,3,male,37.3,24.150000000000002,Q,UO,300k,unk_na,small
0,770,3,male,32,8.362500000000002,S,UO,under_10k,unk_na,solo
0,771,3,male,24,9.5,S,UO,300k,unk_na,solo
0,772,3,male,48,7.8542,S,UO,300k,unk_na,solo
0,773,2,female,57,10.5,S,E,other,Fm,solo
0,774,3,male,28.65,7.225,C,UO,under_10k,unk_na,solo
1,775,2,female,54,23,S,UO,10k_up,Fm,large
0,776,3,male,18,7.75,S,UO,300k,unk_na,solo
0,777,3,male,37.3,7.75,Q,F,300k,unk_na,solo
1,778,3,female,5,12.475000000000001,S,UO,300k,Fum,solo
0,779,3,male,37.3,7.7375,Q,UO,10k_up,unk_na,solo
1,780,1,female,43,211.3375,S,B,10k_up,Fm,small
1,781,3,female,13,7.2292000000000005,C,UO,under_10k,Fum,solo
1,782,1,female,17,57,S,B,10k_up,Fm,small
0,783,1,male,29,30,S,D,100k,unk_na,solo
0,784,3,male,19.15,23.45,S,UO,other,unk_na,small
0,785,3,male,25,7.05,S,UO,SOT,unk_na,solo
0,786,3,male,25,7.25,S,UO,300k,unk_na,solo
1,787,3,female,18,7.4958,S,UO,mil,Fum,solo
0,788,3,male,8,29.125,Q,UO,300k,unk_na,large
1,789,3,male,1,20.575,S,UO,C,unk_na,small
0,790,1,male,46,79.2,C,B,P,unk_na,solo
0,791,3,male,37.3,7.75,Q,UO,10k_up,unk_na,solo
0,792,2,male,16,26,S,UO,200k,unk_na,solo
0,793,3,female,9.8,69.55,S,UO,C,Fum,large
0,794,1,male,44.4,30.695800000000002,C,UO,P,unk_na,solo
0,795,3,male,25,7.8957999999999995,S,UO,300k,unk_na,solo
0,796,2,male,39,13,S,UO,10k_up,unk_na,solo
1,797,1,female,49,25.929199999999998,S,D,10k_up,unk_na,solo
1,798,3,female,31,8.6833,S,UO,300k,Fm,solo
0,799,3,male,30,7.2292000000000005,C,UO,under_10k,unk_na,solo
0,800,3,female,30,24.150000000000002,S,UO,300k,Fm,small
0,801,2,male,34,13,S,UO,200k,unk_na,solo
1,802,2,female,31,26.25,S,UO,C,Fm,small
1,803,1,male,11,120,S,B,100k,unk_na,small
1,804,3,male,0.42000000000000004,8.5167,C,UO,under_10k,unk_na,small
1,805,3,male,27,6.9750000000000005,S,UO,300k,unk_na,solo
0,806,3,male,31,7.775,S,UO,300k,unk_na,solo
0,807,1,male,39,0,S,A,100k,unk_na,solo
0,808,3,female,18,7.775,S,UO,300k,Fum,solo
0,809,2,male,39,13,S,UO,200k,unk_na,solo
1,810,1,female,33,53.1,S,E,100k,Fm,small
0,811,3,male,26,7.887499999999999,S,UO,under_10k,unk_na,solo
0,812,3,male,39,24.150000000000002,S,UO,A,unk_na,solo
0,813,2,male,35,10.5,S,UO,10k_up,unk_na,solo
0,814,3,female,6,31.275,S,UO,300k,Fum,large
0,815,3,male,30.5,8.05,S,UO,300k,unk_na,solo
0,816,1,male,41,0,S,B,100k,unk_na,solo
0,817,3,female,23,7.925,S,UO,STO,Fum,solo
0,818,2,male,31,37.0042,C,UO,SC,unk_na,small
0,819,3,male,43,6.45,S,UO,C,unk_na,solo
0,820,3,male,10,27.9,S,UO,300k,unk_na,large
1,821,1,female,52,93.5,S,B,10k_up,Fm,small
1,822,3,male,27,8.662500000000001,S,UO,300k,unk_na,solo
0,823,1,male,38,0,S,UO,10k_up,unk_na,solo
1,824,3,female,27,12.475000000000001,S,E,300k,Fm,small
0,825,3,male,2,39.6875,S,UO,mil,unk_na,large
0,826,3,male,37.3,6.95,Q,UO,300k,unk_na,solo
0,827,3,male,27.25,56.4958,S,UO,under_10k,unk_na,solo
1,828,2,male,1,37.0042,C,UO,SC,unk_na,small
1,829,3,male,37.3,7.75,Q,UO,300k,unk_na,solo
1,830,1,female,62,80,C,B,100k,Fm,solo
1,831,3,female,15,14.4542,C,UO,under_10k,Fm,small
1,832,2,male,0.8300000000000001,18.75,S,UO,10k_up,unk_na,small
0,833,3,male,28.65,7.2292000000000005,C,UO,under_10k,unk_na,solo
0,834,3,male,23,7.8542,S,UO,300k,unk_na,solo
0,835,3,male,18,8.3,S,UO,under_10k,unk_na,solo
1,836,1,female,39,83.15829999999998,C,E,P,Fum,small
0,837,3,male,21,8.662500000000001,S,UO,300k,unk_na,solo
0,838,3,male,31.4,8.05,S,UO,300k,unk_na,solo
1,839,3,male,32,56.4958,S,UO,under_10k,unk_na,solo
1,840,1,male,44.4,29.7,C,C,10k_up,unk_na,solo
0,841,3,male,20,7.925,S,UO,SOT,unk_na,solo
0,842,2,male,16,10.5,S,UO,other,unk_na,solo
1,843,1,female,30,31,C,UO,100k,Fum,solo
0,844,3,male,34.5,6.4375,C,UO,under_10k,unk_na,solo
0,845,3,male,17,8.662500000000001,S,UO,300k,unk_na,solo
0,846,3,male,42,7.55,S,UO,C,unk_na,solo
0,847,3,male,6.7,69.55,S,UO,C,unk_na,large
0,848,3,male,35,7.8957999999999995,C,UO,300k,unk_na,solo
0,849,2,male,28,33,S,UO,200k,unk_na,small
1,850,1,female,39.7,89.1042,C,C,10k_up,Fm,small
0,851,3,male,4,31.275,S,UO,300k,unk_na,large
0,852,3,male,74,7.775,S,UO,300k,unk_na,solo
0,853,3,female,9,15.2458,C,UO,under_10k,Fum,small
1,854,1,female,16,39.4,S,D,P,Fum,small
0,855,2,female,44,26,S,UO,200k,Fm,small
1,856,3,female,18,9.350000000000001,S,UO,300k,Fm,small
1,857,1,female,45,164.8667,S,UO,10k_up,Fm,small
1,858,1,male,51,26.55,S,E,100k,unk_na,solo
1,859,3,female,24,19.2583,C,UO,under_10k,Fm,small
0,860,3,male,28.65,7.2292000000000005,C,UO,under_10k,unk_na,solo
0,861,3,male,41,14.108299999999998,S,UO,300k,unk_na,small
0,862,2,male,21,11.5,S,UO,10k_up,unk_na,small
1,863,1,female,48,25.929199999999998,S,D,10k_up,Fm,solo
0,864,3,female,9.8,69.55,S,UO,C,Fum,large
0,865,2,male,24,13,S,UO,200k,unk_na,solo
1,866,2,female,42,13,S,UO,200k,Fm,solo
1,867,2,female,27,13.8583,C,UO,SC,Fum,small
0,868,1,male,31,50.4958,S,A,P,unk_na,solo
0,869,3,male,25.9,9.5,S,UO,300k,unk_na,solo
1,870,3,male,4,11.133299999999998,S,UO,300k,unk_na,small
0,871,3,male,26,7.8957999999999995,S,UO,300k,unk_na,solo
1,872,1,female,47,52.554199999999994,S,D,10k_up,Fm,small
0,873,1,male,33,5,S,B,under_10k,unk_na,solo
0,874,3,male,47,9,S,UO,300k,unk_na,solo
1,875,2,female,28,24,C,UO,P,Fm,small
1,876,3,female,15,7.225,C,UO,under_10k,Fum,solo
0,877,3,male,20,9.8458,S,UO,under_10k,unk_na,solo
0,878,3,male,19,7.8957999999999995,S,UO,300k,unk_na,solo
0,879,3,male,26,7.8957999999999995,S,UO,300k,unk_na,solo
1,880,1,female,56,83.15829999999998,C,C,10k_up,Fm,small
1,881,2,female,25,26,S,UO,200k,Fm,small
0,882,3,male,33,7.8957999999999995,S,UO,300k,unk_na,solo
0,883,3,female,22,10.5167,S,UO,under_10k,Fum,solo
0,884,2,male,28,10.5,S,UO,C,unk_na,solo
0,885,3,male,25,7.05,S,UO,SOT,unk_na,solo
0,886,3,female,39,29.125,Q,UO,300k,Fm,large
0,887,2,male,27,13,S,UO,200k,unk_na,solo
1,888,1,female,19,30,S,B,100k,Fum,solo
0,889,3,female,23.2,23.45,S,UO,other,Fum,small
1,890,1,male,26,30,C,C,100k,unk_na,solo
0,891,3,male,32,7.75,Q,UO,300k,unk_na,solo
